PURCHASED_DEVICE,DEVICE_VALUE,LAST_DEVICE_CHANGE,DATA_TRAFFIC_MONTH_1,DATA_TRAFFIC_MONTH_2,DATA_TRAFFIC_MONTH_3,DATA_TRAFFIC_MONTH_4,DATA_TRAFFIC_MONTH_5,DATA_TRAFFIC_MONTH_6,VOICE_TRAFFIC_MONTH_1,VOICE_TRAFFIC_MONTH_2,VOICE_TRAFFIC_MONTH_3,VOICE_TRAFFIC_MONTH_4,VOICE_TRAFFIC_MONTH_5,VOICE_TRAFFIC_MONTH_6,BILLING_MONTH_1,BILLING_MONTH_2,BILLING_MONTH_3,BILLING_MONTH_4,BILLING_MONTH_5,BILLING_MONTH_6,DEVICE_COST_MONTH_1,DEVICE_COST_MONTH_2,DEVICE_COST_MONTH_3,DEVICE_COST_MONTH_4,DEVICE_COST_MONTH_5,DEVICE_COST_MONTH_6,LINE_ACTIVATION_DATE,MONTHS_LAST_DEVICE,DURATION_LINE,PREVIOUS_DEVICE_MODEL,PREVIOUS_DEVICE_MANUF,PREVIOUS_DEVICE_BRAND
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,,1895.4366,515.63269,515.63269,1768.7354,663.60394,1667.5699,37.5,0.0,0.0,0.0,0.0,0.0,84.43,83.78,86.47,82.49,79.99,94.82,0.0,0.0,0.0,0.0,0.0,0.0,20150512,,43,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170901,8587.5195,7494.8887,7494.8887,6298.251,8226.5762,8039.9341,359.39999,474.70001,474.70001,331.39999,359.5,376.60001,126.61000000000001,126.61000000000001,126.61000000000001,126.6,125.97999999999999,128.97,17.0,17.0,17.0,17.0,17.0,17.0,20150415,15,44,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170901,8065.2744,5191.4668,5191.4668,4466.1958,6963.6973,2088.0369,92.099998,97.900002,97.900002,87.300003,86.900002,153.0,94.52,94.61,96.82,109.43,119.88,121.61000000000001,17.0,17.0,17.0,17.0,17.0,17.0,20150415,15,44,,,
TGMO362C2000_MOTOROLA XT1944 SMARTPHONE PLATINUM,825.0,20171201,138.8109,857.71631,857.71631,633.86932,1014.9216,411.27081,278.5,215.7,215.7,216.8,121.8,202.5,209.24,220.38,194.13,196.4,201.06,193.59,9.0,9.0,9.0,9.0,9.0,9.0,20140117,12,59,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,20170701,0.0,0.0,0.0,0.0,0.0,0.0,80.300003,125.7,125.7,139.2,148.8,298.79999,37.0,37.0,37.0,36.99,37.54,54.97,23.0,23.0,23.0,23.0,23.0,23.0,20110506,17,91,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,513.0,,11978.686,12894.562,12894.562,7254.4434,13558.826,16011.01,163.10001,123.7,123.7,131.5,128.2,121.7,116.12,116.0,122.56,119.91,152.98,117.21,0.0,0.0,0.0,0.0,0.0,0.0,20081113,,121,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,,20171001,0.0,99.690903,99.690903,3.6458988,0.03125,0.0,74.699997,0.0,0.0,0.0,0.0,0.0,122.66,118.41,115.63999999999999,113.97999999999999,128.76,117.61000000000001,41.0,41.0,41.0,41.0,41.0,41.0,20171027,14,14,Samsung Galaxy J1 Mini,Samsung Korea,Samsung
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,1521.0,20180101,0.0,1492.812,1492.812,,0.0,79.315742,208.5,0.0,0.0,,0.0,0.0,51.489999999999995,51.489999999999995,51.489999999999995,51.489999999999995,51.489999999999995,51.489999999999995,35.0,35.0,35.0,35.0,35.0,35.0,20180130,11,11,,,
DGAP08123000_APPLE IPHONE XR 64GB BRANCO,3825.0,20150701,1428.1244,1358.9453,1358.9453,1544.3885,2429.6355,4198.7739,22.299999,0.0,0.0,0.0,0.0,1.8,121.14,121.14,121.8,120.49,117.99,117.99,0.0,0.0,0.0,0.0,0.0,0.0,20040902,41,171,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170401,14853.569,13744.948,13744.948,9650.3936,10974.609,15142.626,1223.3,1341.6,1341.6,842.59998,1159.7,1231.8,94.57,94.3,207.19,95.49,98.86,153.98,0.0,0.0,0.0,0.0,0.0,0.0,20170405,20,20,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,,10079.284,10710.31,10710.31,10822.692,10403.725,7919.395,52.299999,0.0,0.0,0.0,0.0,0.0,89.99,89.99,89.99,135.99,91.91,136.88,0.0,0.0,0.0,0.0,0.0,0.0,20121008,,74,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,,3198.3386,3839.6799,3839.6799,2781.5762,2454.0151,2020.0551,172.60001,0.0,0.0,0.0,0.0,0.0,89.99,89.99,89.99,135.99,90.65,89.99,0.0,0.0,0.0,0.0,0.0,0.0,20150811,,40,Moto Z Play,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,445.0,20170901,3826.74,2186.0815,2186.0815,3288.8567,3101.1018,2550.6929,1822.6,0.0,0.0,0.0,0.0,0.0,121.14,121.14,121.14,120.49,117.99,117.99,0.62,0.62,0.62,0.62,0.62,0.62,20170914,15,15,,,
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,609.0,20170901,8853.3369,17338.768,17338.768,8006.0977,8116.2002,11276.762,792.59998,0.0,0.0,0.0,0.0,0.0,161.14,161.14,161.14,160.49,157.49,157.49,0.0,0.0,0.0,0.0,0.0,0.0,20170911,15,15,,,
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,609.0,,4103.1841,3146.2634,3146.2634,2612.9443,1082.5276,2373.9614,515.29999,0.0,0.0,0.0,0.0,0.0,145.14,145.14,145.14,144.49,141.99,141.99,0.0,0.0,0.0,0.0,0.0,0.0,20170911,,15,iPhone 7,Apple Inc,Apple
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,609.0,20170801,0.0,,,0.0,0.0,0.0,499.5,,,0.0,0.0,0.0,121.14,121.14,121.14,120.49,117.99,117.99,0.0,0.0,0.0,0.0,0.0,0.0,20170821,16,16,iPhone 4S,Apple Inc,Apple
TGMO36412000_MOTOROLA XT1929 SMARTPHONE INDIGO,2065.0,20180301,528.74921,757.40564,757.40564,470.81808,589.0899,,48.099998,0.0,0.0,0.0,0.0,,49.6,47.02,13.94,42.99,42.99,42.99,0.0,0.0,0.0,0.0,0.0,0.0,20180309,9,9,Samsung Galaxy S7 Edge,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,,20170401,8451.4619,7408.5552,7408.5552,4269.6484,5053.377,11370.118,332.60001,0.0,0.0,0.0,14.0,0.0,116.99000000000001,118.66999999999999,117.65,163.45,113.49000000000001,113.49000000000001,42.0,42.0,42.0,42.0,42.0,42.0,20010515,20,211,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,,9739.8643,4571.5645,4571.5645,7623.7148,8073.0293,9556.2803,3.4000001,0.0,0.0,0.0,0.0,0.0,95.75,95.75,95.75,95.75,95.75,95.75,0.0,0.0,0.0,0.0,0.0,0.0,20150807,,40,Moto G5 Plus,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170801,17826.816,16979.307,16979.307,10606.981,7417.8379,12397.704,50.799999,0.0,0.0,0.0,0.0,0.0,89.99000000000001,89.99000000000001,89.99000000000001,89.99000000000001,89.99000000000001,89.99000000000001,163.0,163.0,163.0,163.0,163.0,163.0,20150724,16,41,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,,8251.0352,12369.027,12369.027,8932.0391,8143.4956,6053.2354,78.400002,0.0,0.0,0.0,0.0,0.0,89.99,89.99,89.99,89.99,89.99,89.99,0.0,0.0,0.0,0.0,0.0,0.0,20150706,,41,,,
TGSA32062000_SAMSUNG J415G SMART PRETO PPB/PI107/04,561.0,20170701,6377.9688,1839.2229,1839.2229,1496.4695,1784.6708,965.81952,536.0,0.0,0.0,0.0,14.8,0.0,120.84,120.84,120.80000000000001,120.15,117.99000000000001,117.99000000000001,17.0,17.0,17.0,17.0,17.0,17.0,20130802,17,64,iPhone 6,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,20160101,5285.4214,1189.2319,1189.2319,574.37769,1565.5476,2057.3364,38.0,12.3,12.3,45.099998,17.4,9.3000002,101.71,100.59,98.99,99.74,67.78,67.99,0.0,0.0,0.0,0.0,0.0,0.0,20140422,35,56,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,20160101,,,,,,,,,,,,,47.0,47.0,47.0,46.99,45.15,45.15,0.0,0.0,0.0,0.0,0.0,0.0,20140422,35,56,Samsung Galaxy Gran Prime 2016,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20160901,0.0,,,,,,49.799999,,,,,,99.99,99.99,99.99,99.99,99.99,99.99,0.0,0.0,0.0,15.0,15.0,15.0,20121210,27,72,Samsung Galaxy S III Neo Duos,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,,239.35316,0.0,0.0,229.718,161.85196,0.0,304.79999,692.09998,692.09998,456.5,326.79999,289.60001,232.65,228.63,200.42,192.08,195.44,184.64,0.0,0.0,0.0,0.0,0.0,0.0,20150615,,42,Moto G (3ª Geração),"Motorola Mobility LLC, a Lenovo Company",Motorola
DGAP067C2000_APPLE IPHONE 8 64GB CINZA PPB/PI643/10,2961.0,,2918.198,1770.0773,1770.0773,927.66675,1747.8125,1123.7773,65.800003,98.599998,98.599998,29.5,64.099998,45.900002,101.0,101.0,109.71,101.36,113.74000000000001,129.32,0.0,0.0,0.0,0.0,15.0,15.0,20140818,,52,LG K10 TV,LG Electronics Inc.,LG
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20130901,6539.1353,1935.9969,1935.9969,1488.9197,1844.1702,1772.8859,614.5,0.0,0.0,7.0999999,0.0,0.0,286.28,161.37,146.67,126.71,122.13,159.62,0.0,0.0,0.0,0.0,0.0,0.0,20151121,63,37,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,18037.764,10056.607,10056.607,12050.876,15765.78,12932.441,72.5,113.9,113.9,142.3,99.5,157.60001,156.96999999999997,154.07,151.99,158.11,142.99,146.8,116.37,116.37,116.37,116.37,116.37,116.37,20020326,38,201,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,,,,,,,,,,,,,237.99,237.99,237.99,142.19,21.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20151027,38,38,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,4561.1885,4255.4468,4255.4468,2547.4324,4393.291,3686.5168,109.4,147.89999,147.89999,104.4,203.89999,72.800003,117.99000000000001,397.91999999999996,197.96999999999997,117.99000000000001,117.99000000000001,118.59,116.37,116.37,116.37,116.37,116.37,116.37,20020228,38,202,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,17574.672,14841.479,14841.479,10967.356,13816.45,11734.31,612.40002,284.29999,284.29999,193.39999,73.099998,72.199997,146.99,194.0,221.17999999999995,146.99,142.99,184.07999999999998,322.37,322.37,322.37,322.37,322.37,322.37,19970923,38,255,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,222.20515,1867.5569,1867.5569,78.674454,23.956289,32.200977,0.0,0.0,0.0,0.0,0.0,0.0,102.99000000000001,102.99000000000001,102.99000000000001,102.99000000000001,98.99000000000001,98.99000000000001,122.0,122.0,122.0,122.0,122.0,122.0,20151027,38,38,iPhone 5S,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,,,,,,,,,,,,,237.99,237.99,237.99,142.19,21.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20151027,38,38,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,1104.7474,3910.0583,3910.0583,3024.5771,2545.353,3442.6763,699.59998,510.89999,510.89999,730.29999,689.90002,633.79999,98.38999999999999,95.99000000000001,134.07,137.98000000000002,102.07999999999998,165.42000000000002,322.37,322.37,322.37,322.37,322.37,322.37,20010725,38,209,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,2832.3047,8221.7012,8221.7012,2937.3562,1842.7141,3844.5823,188.2,204.39999,204.39999,147.60001,136.7,138.3,136.78,143.87,133.86,157.35,118.61,121.8,0.0,0.0,0.0,0.0,0.0,0.0,20020228,38,202,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20151001,5669.791,7572.54,7572.54,3815.8127,5785.4761,6951.4263,174.5,153.2,153.2,86.699997,167.3,75.199997,146.99,176.76999999999998,229.78999999999996,177.5,142.99,146.0,322.37,322.37,322.37,322.37,322.37,322.37,20020228,38,202,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,,,0.0,0.0,0.0,0.0,,,6.3000002,6.3000002,6.1999998,19.1,,68.5,68.5,68.5,68.08,67.77,67.77,0.0,0.0,0.0,0.0,0.0,0.0,20150319,,45,Nokia 7130,Nokia Corporation,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,,,,,0.0,,,,,,0.0,,,68.5,68.5,68.5,69.59,67.77,67.77,0.0,0.0,0.0,0.0,0.0,0.0,20150319,,45,A1,Vikin Communication Technology Co Limited,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,255.0,,6459.2339,6220.939,6220.939,5602.0566,5307.8076,5524.2715,66.900002,0.0,0.0,0.0,0.0,0.0,110.99,270.95,110.99,110.49,107.99,107.99,0.0,0.0,0.0,0.0,0.0,0.0,20140512,,55,iPhone 7,Apple Inc,Apple
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,969.0,,4537.959,4824.5264,4824.5264,3531.5801,3221.3975,4017.1057,84.699997,84.699997,84.699997,209.39999,138.3,174.7,281.27,304.88,299.44,259.29,252.27,290.16,0.0,0.0,0.0,0.0,0.0,0.0,20150319,,45,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.60000002,3.4000001,3.4000001,4.3000002,4.1999998,4.9000001,25.88,26.26,27.07,27.46,27.1,27.96,0.0,0.0,0.0,0.0,0.0,0.0,20060202,,154,Nokia C2-05,Nokia Corporation,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,,24555.072,11760.199,11760.199,13665.342,9866.9414,18883.674,42.200001,161.8,161.8,83.599998,224.3,194.7,101.0,101.21,101.0,100.99,114.62,98.49,0.0,0.0,0.0,0.0,0.0,0.0,20070227,,142,,,
DGAP08163000_APPLE IPHONE XR 64GB PRETO,3945.0,,6640.0566,2325.8821,2325.8821,2253.6624,2967.876,1982.193,216.5,281.89999,281.89999,163.10001,178.0,165.3,113.76,105.79,134.46,102.53,106.74,122.08,0.0,0.0,0.0,0.0,0.0,0.0,20070227,,142,Samsung Galaxy S7 Edge,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,20171001,1148.5314,1467.3563,1467.3563,866.5426,1254.5605,955.51758,304.0,369.10001,369.10001,596.90002,201.3,226.89999,47.0,61.129999999999995,62.489999999999995,126.34,58.099999999999994,52.71,10.0,10.0,10.0,10.0,10.0,10.0,20111020,14,86,,,
TGMO362C2000_MOTOROLA XT1944 SMARTPHONE PLATINUM,441.0,20160801,7722.5317,3008.2092,3008.2092,3717.2371,3860.5671,4339.4194,518.70001,12.9,12.9,0.0,0.0,0.0,118.14,118.14,118.1,117.45,114.99,114.99,0.0,0.0,0.0,0.0,0.0,0.0,20171207,28,12,,,
TGMO362C2000_MOTOROLA XT1944 SMARTPHONE PLATINUM,441.0,,8288.7129,2117.3733,2117.3733,2647.0823,4653.3447,4661.293,1469.1,9.6000004,9.6000004,0.0,0.0,0.0,118.14,118.14,118.1,117.45,114.99,114.99,0.0,0.0,0.0,0.0,0.0,0.0,20171207,,12,Moto G4,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,237.0,,587.99628,316.76239,316.76239,676.79639,145.77386,386.96707,255.3,233.60001,233.60001,233.7,244.8,219.60001,81.1,78.0,78.0,77.99,79.83,86.17,0.0,0.0,0.0,0.0,0.0,0.0,20100211,,106,Samsung Galaxy J7 Prime,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,,30253.836,15607.003,15607.003,20827.217,11127.136,14643.088,122.1,146.2,146.2,148.7,162.3,226.89999,146.0,146.0,149.87,145.99,142.99,142.99,0.0,0.0,0.0,0.0,0.0,0.0,20080626,,126,Samsung Galaxy S7 Edge,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,20171001,0.0,0.0,0.0,0.0,0.0,0.0,93.099998,73.5,73.5,76.900002,23.1,89.900002,45.64,42.0,46.269999999999996,58.349999999999994,43.06,51.0,26.0,26.0,26.0,26.0,26.0,26.0,20150715,14,41,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,20171101,0.0,0.0,0.0,0.0,0.0,0.0,53.200001,33.799999,33.799999,17.4,13.6,12.7,35.0,59.95,35.0,34.99,68.25,33.99,0.0,0.0,0.0,0.0,0.0,0.0,20171107,13,13,Samsung Galaxy S6,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20151201,10995.827,15794.556,15794.556,10038.998,13072.004,17167.896,1123.1,1289.8,1289.8,714.90002,1091.5,891.29999,152.75,128.87,146.03,142.97,166.7,157.21,0.0,0.0,0.0,0.0,0.0,0.0,20120824,36,76,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20151201,2594.5056,1037.1439,1037.1439,875.93927,1129.7522,940.84973,495.20001,517.20001,517.20001,326.89999,418.29999,500.39999,134.23,132.14,129.37,129.78,142.12,125.99,0.0,0.0,0.0,0.0,0.0,0.0,20120824,36,76,iPhone 6S,Apple Inc,Apple
TGLG29562000_LG Q710BAW SMARTPHONE PRETO PPB/P1769/07,1089.0,20151201,,,,,,,,,,,,,115.0,115.0,115.0,114.99,111.99,111.99,0.0,0.0,0.0,0.0,0.0,0.0,20120824,36,76,Samsung Galaxy Young 2,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20151201,596.93591,327.97852,327.97852,205.84641,183.54008,201.67078,160.7,178.60001,178.60001,229.2,120.5,204.89999,115.96,123.49,125.86,125.17,113.58,113.29,0.0,0.0,0.0,0.0,0.0,0.0,20120824,36,76,Samsung Galaxy Young 2,Samsung Korea,Samsung
TGLG29562000_LG Q710BAW SMARTPHONE PRETO PPB/P1769/07,1089.0,20151201,0.0,0.0,0.0,0.0,0.0,0.0,43.900002,38.799999,38.799999,22.299999,38.700001,43.799999,97.0,97.0,97.0,96.99,104.3,95.4,0.0,0.0,0.0,0.0,0.0,0.0,20120824,36,76,MC55i,Gemalto M2M GmbH,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,,2132.7156,3310.1409,3310.1409,1440.1423,15.489687,957.10193,57.299999,0.0,0.0,0.0,0.0,0.0,72.99,73.54,72.99,72.49,44.45,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20171101,,13,Samsung Galaxy Grand Neo,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,345.0,,2171.7175,1401.2185,1401.2185,3082.5259,44.39629,858.72272,67.199997,0.69999999,0.69999999,0.0,0.0,0.0,76.23,72.99,72.99,72.49,44.45,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20171101,,13,Samsung Galaxy A7 2016,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,,5832.8633,1845.5631,1845.5631,2314.7844,2049.1323,1854.4243,143.8,0.0,0.0,0.0,0.0,0.0,148.35,145.14,145.1,144.45,141.99,141.99,0.0,0.0,0.0,0.0,0.0,0.0,20160601,,30,,,
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,489.0,20170701,37505.66,22218.486,22218.486,27427.332,25468.799,15871.286,367.39999,259.79999,259.79999,265.79999,899.20001,1019.5,221.27,179.59,134.0,133.99,147.26,134.17,12.0,12.0,12.0,12.0,12.0,12.0,20140711,17,53,iPhone 6S Plus,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,,,0.0,0.0,0.0,0.0,0.0,0.0,201.7,522.09998,522.09998,0.0,1.8,120.5,34.28,50.5,84.27,30.99,29.99,36.8,0.0,0.0,0.0,0.0,0.0,0.0,20170315,,21,Samsung Galaxy Gran Prime 2016,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20160901,1928.8091,1651.4469,1651.4469,2450.9368,1516.9086,1525.1432,41.799999,0.0,0.0,0.0,0.0,0.0,134.75,125.43,134.75,129.76999999999998,132.26,126.61000000000001,0.0,130.0,130.0,130.0,130.0,130.0,20110718,27,89,Samsung Galaxy S7,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20160201,1275.3665,2031.1759,2031.1759,674.80914,2037.9453,1123.728,34.400002,0.0,0.0,0.0,0.0,0.0,109.14,109.14,109.14,108.49,105.99,105.99,0.0,0.0,0.0,0.0,0.0,0.0,20120310,34,81,Samsung Galaxy J7 Prime,Samsung Korea,Samsung
TGLG29562000_LG Q710BAW SMARTPHONE PRETO PPB/P1769/07,1089.0,20151201,60.750507,81.265549,81.265549,17.920156,13.874883,25.026054,33.099998,62.900002,62.900002,35.400002,49.799999,36.700001,90.0,92.09,95.08,89.99,87.99,87.99,0.0,0.0,0.0,0.0,0.0,0.0,20120824,36,76,Samsung Galaxy Young 2,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20160901,3817.5579,3422.7998,3422.7998,3106.3606,4559.0591,2277.8489,61.400002,0.0,0.0,0.0,0.0,0.0,118.14,118.13999999999999,118.13999999999999,117.49000000000001,114.99000000000001,114.99000000000001,0.0,130.0,130.0,130.0,130.0,130.0,20110718,27,89,Samsung Galaxy S7,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,,5193.5669,4049.2925,4049.2925,3079.199,1776.2443,2086.6685,21.0,31.5,31.5,20.0,9.8000002,61.799999,103.58,95.3,104.2,95.7,90.99,106.61,0.0,0.0,0.0,0.0,0.0,0.0,20170221,,22,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20161101,4231.9873,5738.3506,5738.3506,1882.6503,1652.4185,739.63678,225.2,94.699997,94.699997,179.60001,112.8,172.60001,175.73,162.1,203.34,186.05,213.92,144.26,0.0,0.0,0.0,0.0,0.0,238.0,20161121,25,25,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20160901,4154.1714,2236.2183,2236.2183,1466.4187,1931.4502,5876.9614,73.199997,0.0,0.0,0.0,0.0,0.0,124.98,124.98,124.98,124.97999999999999,124.97999999999999,124.97999999999999,0.0,0.0,0.0,15.0,15.0,15.0,20121130,27,73,Samsung Galaxy J7 Prime,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171201,241.64035,169.0584,169.0584,82.855156,155.51488,43.572189,48.599998,85.300003,85.300003,55.700001,159.0,114.9,109.0,109.0,109.0,109.09,105.99000000000001,106.09,8.68,8.68,8.68,8.68,8.68,8.68,20090731,12,113,iPhone 6,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171201,2233.2922,1262.772,1262.772,419.97031,980.95337,898.00977,33.0,168.39999,168.39999,264.60001,602.59998,55.799999,82.4,77.16,77.0,77.38999999999999,76.22999999999999,74.99000000000001,8.68,8.68,8.68,8.68,8.68,8.68,20090731,12,113,iPhone 6S Plus,Apple Inc,Apple
DGAP049C2007_APPLE IPHONE 6S 32GB CINZA  PPB/PI643/10,3177.0,20171001,0.0,,,0.0,0.0,0.0,409.79999,,,0.0,0.5,0.0,105.82,105.13999999999999,105.13999999999999,104.49000000000001,101.99000000000001,101.99000000000001,33.0,33.0,33.0,33.0,33.0,33.0,20171005,14,14,Samsung Galaxy Pocket 2 Duos,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171201,1473.4641,2726.863,2726.863,2246.8381,3411.4934,5698.7363,279.5,0.0,0.0,0.0,0.0,0.0,92.96,47.53,92.96,138.49,89.99,89.99,0.0,0.0,0.0,0.0,0.0,0.0,20171229,12,12,S60,Bullitt Group Limited,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171101,2544.2175,1255.8737,1255.8737,1566.5779,1270.1523,1025.6747,38.799999,16.700001,16.700001,26.4,21.700001,13.9,97.99,97.99,97.99,97.95,95.99,95.99,7.0,7.0,7.0,7.0,7.0,7.0,20070530,13,139,LG-X170fTV,LG Electronics Inc.,LG
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20171101,195.5016,0.0,0.0,0.0,0.0,0.0,32.700001,14.2,14.2,32.299999,18.200001,122.4,116.77,87.99,122.88,143.55,120.32,100.9,7.0,7.0,7.0,7.0,7.0,7.0,20160204,13,34,Moto G4 Play,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,20170701,0.0,,,,,,40.5,,,,,,114.07,105.29,102.99,6.129999999999999,99.99,99.99,12.0,12.0,12.0,12.0,12.0,12.0,20130831,17,64,Samsung E1207,Samsung Korea,Samsung
TGAL03267000_ALCATEL 4034E SMARTPHONE PIXI4-4  PRETO,321.0,20150901,0.0,0.0,0.0,,,0.0,105.5,2.0,2.0,,,0.0,102.99,102.99,102.99,6.13,0.0,102.08,0.0,0.0,0.0,0.0,0.0,0.0,20130819,39,64,Alcatel Pixi 4 3.5,TCL Communication Ltd,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,585.0,20140901,4692.4243,3271.0872,3271.0872,2423.5212,4676.1396,3176.1943,59.200001,93.5,93.5,36.799999,48.0,40.799999,50.99,50.99,58.05,50.99,50.99,52.4,0.0,0.0,0.0,0.0,0.0,0.0,20111125,51,85,Samsung Galaxy A9 Pro,Samsung Korea,Samsung
